Country,Investment area,Year,Funder,Amount,Unit,Row type,Category (as printed in MoU),Source note,MoU footnote (verbatim),MoU footnote location,Source (MoU PDF)
Uganda,Frontline healthcare workers,2027,USG,23635877.0,USD,Line item,Frontline Healthcare Workers ($),,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2028,USG,16896027.0,USD,Line item,Frontline Healthcare Workers ($),,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2029,USG,8715804.0,USD,Line item,Frontline Healthcare Workers ($),,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2030,USG,0.0,USD,Line item,Frontline Healthcare Workers ($),,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2026,USG,18104.0,FTEs,Line item,Frontline Healthcare Workers (# FTEs),,*The table includes all clinical and community health extension workers.,"§2.4.2, p.13 — HRH FTE table, asterisk on 'Total # HRH Funded*' column header",https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2027,USG,12831.0,FTEs,Line item,Frontline Healthcare Workers (# FTEs),,*The table includes all clinical and community health extension workers.,"§2.4.2, p.13 — HRH FTE table, asterisk on 'Total # HRH Funded*' column header",https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2028,USG,7175.0,FTEs,Line item,Frontline Healthcare Workers (# FTEs),,*The table includes all clinical and community health extension workers.,"§2.4.2, p.13 — HRH FTE table, asterisk on 'Total # HRH Funded*' column header",https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2029,USG,2019.0,FTEs,Line item,Frontline Healthcare Workers (# FTEs),,*The table includes all clinical and community health extension workers.,"§2.4.2, p.13 — HRH FTE table, asterisk on 'Total # HRH Funded*' column header",https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2030,USG,0.0,FTEs,Line item,Frontline Healthcare Workers (# FTEs),,*The table includes all clinical and community health extension workers.,"§2.4.2, p.13 — HRH FTE table, asterisk on 'Total # HRH Funded*' column header",https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Data systems,2026,USG,26129831.0,USD,Line item,Data Systems,64% cliff 2029->2030,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Data systems,2027,USG,24779640.0,USD,Line item,Data Systems,64% cliff 2029->2030,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Data systems,2028,USG,25103354.0,USD,Line item,Data Systems,64% cliff 2029->2030,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Data systems,2029,USG,27294065.0,USD,Line item,Data Systems,64% cliff 2029->2030,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Data systems,2030,USG,9795399.0,USD,Line item,Data Systems,64% cliff 2029->2030,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Strategic assistance / investment,2026,USG,223096731.0,USD,Line item,Strategic Assistance,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Strategic assistance / investment,2027,USG,220602776.0,USD,Line item,Strategic Assistance,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Strategic assistance / investment,2028,USG,219231073.0,USD,Line item,Strategic Assistance,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Strategic assistance / investment,2029,USG,207750746.0,USD,Line item,Strategic Assistance,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Strategic assistance / investment,2030,USG,187502248.0,USD,Line item,Strategic Assistance,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Management & operations,2026,USG,24641520.0,USD,Line item,U.S. Government Operations,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Management & operations,2027,USG,22931520.0,USD,Line item,U.S. Government Operations,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Management & operations,2028,USG,21281520.0,USD,Line item,U.S. Government Operations,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Management & operations,2029,USG,19013520.0,USD,Line item,U.S. Government Operations,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Management & operations,2030,USG,15329520.0,USD,Line item,U.S. Government Operations,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,TOTAL,2026,USG,410692000.0,USD,Total / subtotal,TOTAL U.S. Government,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,TOTAL,2027,USG,382192000.0,USD,Total / subtotal,TOTAL U.S. Government,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,TOTAL,2028,USG,354692000.0,USD,Total / subtotal,TOTAL U.S. Government,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,TOTAL,2029,USG,316892000.0,USD,Total / subtotal,TOTAL U.S. Government,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,TOTAL,2030,USG,255492000.0,USD,Total / subtotal,TOTAL U.S. Government,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Laboratory commodities,2026,USG,14720560.0,USD,Appendix detail (do not sum),App.2 2026 lab detail: TB Lab Commodities,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Laboratory commodities,2026,USG,29828573.0,USD,Appendix detail (do not sum),App.2 2026 lab detail: HIV Lab Commodities,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Laboratory commodities,2026,USG,4809053.0,USD,Appendix detail (do not sum),App.2 2026 lab detail: HIV Rapid Test Kits,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Laboratory commodities,2026,USG,1199760.0,USD,Appendix detail (do not sum),App.2 2026 lab detail: mRDTs,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Laboratory commodities,2026,USG,1020000.0,USD,Appendix detail (do not sum),App.2 2026 lab detail: HIV lab equipment spares,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Laboratory commodities,2026,USG,1179928.0,USD,Appendix detail (do not sum),App.2 2026 lab detail: HIV lab EQA,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other commodities,2026,USG,1396339.0,USD,Appendix detail (do not sum),App.2 2026 commodity detail: TB Commodities,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other commodities,2026,USG,24197099.0,USD,Appendix detail (do not sum),App.2 2026 commodity detail: ARVs and PrEP,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other commodities,2026,USG,2158342.0,USD,Appendix detail (do not sum),App.2 2026 commodity detail: Opportunistic Infections & RUTF,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other commodities,2026,USG,12806194.0,USD,Appendix detail (do not sum),App.2 2026 commodity detail: Malaria ACTs/LLINs/Artesunate,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other commodities,2026,USG,4500000.0,USD,Appendix detail (do not sum),App.2 2026 commodity detail: Malaria IRS,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other commodities,2026,USG,4396500.0,USD,Appendix detail (do not sum),App.2 2026 commodity detail: CHEWs kits,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other commodities,2026,USG,1000000.0,USD,Appendix detail (do not sum),App.2 2026 commodity detail: Other,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other commodities,2026,USG,2100000.0,USD,Appendix detail (do not sum),App.2 2026 MCH Equipment (separate table),,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other commodities,2026,USG,6397031.0,USD,Appendix detail (do not sum),App.2 2026 MCH Infrastructure (separate table),,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline lab workers,2026,USG,900.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Frontline lab workers,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline lab workers,2027,USG,819.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Frontline lab workers,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline lab workers,2028,USG,684.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Frontline lab workers,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline lab workers,2029,USG,441.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Frontline lab workers,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline lab workers,2030,USG,0.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Frontline lab workers,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2026,USG,42.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Epidemiologists,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2027,USG,36.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Epidemiologists,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2028,USG,26.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Epidemiologists,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2029,USG,15.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Epidemiologists,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2030,USG,0.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Epidemiologists,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2026,USG,580.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Medical cadres (doctors & clinical officers),,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2027,USG,545.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Medical cadres (doctors & clinical officers),,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2028,USG,376.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Medical cadres (doctors & clinical officers),,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2029,USG,170.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Medical cadres (doctors & clinical officers),,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2030,USG,0.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Medical cadres (doctors & clinical officers),,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2026,USG,992.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Nurses and midwives,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2027,USG,922.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Nurses and midwives,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2028,USG,668.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Nurses and midwives,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2029,USG,402.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Nurses and midwives,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2030,USG,0.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Nurses and midwives,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2026,USG,14462.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Community Health Extension Workers,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2027,USG,9462.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Community Health Extension Workers,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2028,USG,4462.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Community Health Extension Workers,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2029,USG,462.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Community Health Extension Workers,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2030,USG,0.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Community Health Extension Workers,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2026,USG,36.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Pharmacists,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2027,USG,26.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Pharmacists,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2028,USG,0.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Pharmacists,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2029,USG,0.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Pharmacists,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2030,USG,0.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Pharmacists,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2026,USG,1092.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Social workers,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2027,USG,1072.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Social workers,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2028,USG,972.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Social workers,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2029,USG,600.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Social workers,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2030,USG,0.0,FTEs,Appendix detail (do not sum),App.3 USG FTEs: Social workers,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Laboratory commodities,2026,Government,0.0,USD,Line item,NEW GoU: Laboratory Commodities,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Laboratory commodities,2027,Government,10201539.0,USD,Line item,NEW GoU: Laboratory Commodities,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Laboratory commodities,2028,Government,10201539.0,USD,Line item,NEW GoU: Laboratory Commodities,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Laboratory commodities,2029,Government,10201539.0,USD,Line item,NEW GoU: Laboratory Commodities,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Laboratory commodities,2030,Government,10201539.0,USD,Line item,NEW GoU: Laboratory Commodities,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other commodities,2026,Government,0.0,USD,Line item,NEW GoU: Other Commodities,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other commodities,2027,Government,9798444.0,USD,Line item,NEW GoU: Other Commodities,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other commodities,2028,Government,9798444.0,USD,Line item,NEW GoU: Other Commodities,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other commodities,2029,Government,9798444.0,USD,Line item,NEW GoU: Other Commodities,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other commodities,2030,Government,9798444.0,USD,Line item,NEW GoU: Other Commodities,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2026,Government,0.0,USD,Line item,NEW GoU: Human Resources for Health ($),,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2027,Government,19177200.0,USD,Line item,NEW GoU: Human Resources for Health ($),,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2028,Government,21177200.0,USD,Line item,NEW GoU: Human Resources for Health ($),,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2029,Government,19677200.0,USD,Line item,NEW GoU: Human Resources for Health ($),,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2030,Government,16970200.0,USD,Line item,NEW GoU: Human Resources for Health ($),,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2026,Government,0.0,FTEs,Line item,NEW GoU: Human Resources for Health (# FTEs),,*The table includes all clinical and community health extension workers.,"§2.4.2, p.13 — HRH FTE table, asterisk on 'Total # HRH Funded*' column header",https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2027,Government,5355.0,FTEs,Line item,NEW GoU: Human Resources for Health (# FTEs),,*The table includes all clinical and community health extension workers.,"§2.4.2, p.13 — HRH FTE table, asterisk on 'Total # HRH Funded*' column header",https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2028,Government,5897.0,FTEs,Line item,NEW GoU: Human Resources for Health (# FTEs),,*The table includes all clinical and community health extension workers.,"§2.4.2, p.13 — HRH FTE table, asterisk on 'Total # HRH Funded*' column header",https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2029,Government,5449.0,FTEs,Line item,NEW GoU: Human Resources for Health (# FTEs),,*The table includes all clinical and community health extension workers.,"§2.4.2, p.13 — HRH FTE table, asterisk on 'Total # HRH Funded*' column header",https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Frontline healthcare workers,2030,Government,2678.0,FTEs,Line item,NEW GoU: Human Resources for Health (# FTEs),,*The table includes all clinical and community health extension workers.,"§2.4.2, p.13 — HRH FTE table, asterisk on 'Total # HRH Funded*' column header",https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other health sector co-investment,2026,Government,0.0,USD,Line item,NEW GoU: Other Health Sector Co-Investments,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other health sector co-investment,2027,Government,30000016.0,USD,Line item,NEW GoU: Other Health Sector Co-Investments,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other health sector co-investment,2028,Government,80000016.0,USD,Line item,NEW GoU: Other Health Sector Co-Investments,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other health sector co-investment,2029,Government,130000016.0,USD,Line item,NEW GoU: Other Health Sector Co-Investments,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other health sector co-investment,2030,Government,180000016.0,USD,Line item,NEW GoU: Other Health Sector Co-Investments,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Domestic health expenditure increase,2026,Government,0.0,USD,Alternative measure (do not sum),NEW GoU: TOTAL (= increase in domestic health expenditure vs 2025 baseline),2:1 USG funding cut if missed (Sec 5.2),"*This amount represents additional domestic expenditure per year in the national budget, building off a baseline of actual expenses from the 2025 budget.","Appendix 1, p.27 — asterisk on the 'Government of Uganda*' column header",https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Domestic health expenditure increase,2027,Government,69177199.0,USD,Alternative measure (do not sum),NEW GoU: TOTAL (= increase in domestic health expenditure vs 2025 baseline),2:1 USG funding cut if missed (Sec 5.2),"*This amount represents additional domestic expenditure per year in the national budget, building off a baseline of actual expenses from the 2025 budget.","Appendix 1, p.27 — asterisk on the 'Government of Uganda*' column header",https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Domestic health expenditure increase,2028,Government,121177199.0,USD,Alternative measure (do not sum),NEW GoU: TOTAL (= increase in domestic health expenditure vs 2025 baseline),2:1 USG funding cut if missed (Sec 5.2),"*This amount represents additional domestic expenditure per year in the national budget, building off a baseline of actual expenses from the 2025 budget.","Appendix 1, p.27 — asterisk on the 'Government of Uganda*' column header",https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Domestic health expenditure increase,2029,Government,169677199.0,USD,Alternative measure (do not sum),NEW GoU: TOTAL (= increase in domestic health expenditure vs 2025 baseline),2:1 USG funding cut if missed (Sec 5.2),"*This amount represents additional domestic expenditure per year in the national budget, building off a baseline of actual expenses from the 2025 budget.","Appendix 1, p.27 — asterisk on the 'Government of Uganda*' column header",https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Domestic health expenditure increase,2030,Government,216970199.0,USD,Alternative measure (do not sum),NEW GoU: TOTAL (= increase in domestic health expenditure vs 2025 baseline),2:1 USG funding cut if missed (Sec 5.2),"*This amount represents additional domestic expenditure per year in the national budget, building off a baseline of actual expenses from the 2025 budget.","Appendix 1, p.27 — asterisk on the 'Government of Uganda*' column header",https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Laboratory commodities,2026,Government,14054109.0,USD,Line item - existing (excl. from headline total),EXISTING GoU: laboratory commodities (Sec 2.2.3),Not counted in App.1 new co-financing,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Laboratory commodities,2027,Government,14054109.0,USD,Line item - existing (excl. from headline total),EXISTING GoU: laboratory commodities (Sec 2.2.3),Not counted in App.1 new co-financing,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Laboratory commodities,2028,Government,24255649.0,USD,Line item - existing (excl. from headline total),EXISTING GoU: laboratory commodities (Sec 2.2.3),Not counted in App.1 new co-financing,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Laboratory commodities,2029,Government,34457188.0,USD,Line item - existing (excl. from headline total),EXISTING GoU: laboratory commodities (Sec 2.2.3),Not counted in App.1 new co-financing,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Laboratory commodities,2030,Government,44658728.0,USD,Line item - existing (excl. from headline total),EXISTING GoU: laboratory commodities (Sec 2.2.3),Not counted in App.1 new co-financing,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other commodities,2026,Government,16754110.0,USD,Line item - existing (excl. from headline total),EXISTING GoU: other commodities (Sec 2.3.3),Not counted in App.1 new co-financing,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other commodities,2027,Government,16754110.0,USD,Line item - existing (excl. from headline total),EXISTING GoU: other commodities (Sec 2.3.3),Not counted in App.1 new co-financing,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other commodities,2028,Government,26552554.0,USD,Line item - existing (excl. from headline total),EXISTING GoU: other commodities (Sec 2.3.3),Not counted in App.1 new co-financing,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other commodities,2029,Government,36350999.0,USD,Line item - existing (excl. from headline total),EXISTING GoU: other commodities (Sec 2.3.3),Not counted in App.1 new co-financing,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
Uganda,Other commodities,2030,Government,46149443.0,USD,Line item - existing (excl. from headline total),EXISTING GoU: other commodities (Sec 2.3.3),Not counted in App.1 new co-financing,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf
